id,nama,email,no_hp,tanggal_daftar,status
1728,Budi Hidayat,budihidayat71@hotmail.com,08523288489,2021-01-29,active 
1729,Nur purba,nurpurba94@hotmail.com,08574257379,19/07/2022,inactive
1730,ANDI PRATAMA,andipratama34@hotmail.com,08525524723,27-10-20,INACTIVE
1731,Ahmad Setiawan,ahmadsetiawan37@hotmail.com,08196635321,2022-05-21,active
1732,Tono Wijaya,tonowijaya31@yahoo.com,08131538457,16/06/2020,aktive
1733,Nur Purnama,nurpurnama7@gmail.com,08962000789,2020-05-07,inactive
1734,ani Purnama,anipurnama74@yahoo.com,08213290115,24/12/2024,inactive
1735,Tono Hidayat,tonohidayat63@hotmail.com,08128810369,02/09/2022,inactive
1736,Rudi Saputra,rudisaputra7@gmail.com,08578016631,02/07/2022,active
1737,mega sari,megasari1@yahoo.com,08136764248,26-01-22,active
1738,Dewi Siregar,dewisiregar12@yahoo.com,08195951988,2022-12-13,active 
1739,hadi simanjuntak,hadisimanjuntak85@yahoo.com,08963630468,19-04-23,active
1740,putri Utami,putriutami77@hotmail.com,08963851044,2022-11-28,active
1741,eKO Nasution,ekonasution26@yahoo.com,08964853765,2024-11-20,inactive
1742,HADI SIREGAR,hadisiregar4@gmail.com,08127907115,2023-04-11,aktive
1743,andi tarigan,anditarigan22@gmail.com,08789207638,2023-07-27,active
1744,Dewi sembiring,dewisembiring38@hotmail.com,08198943827,20-06-22,active
1745,Joko purba,jokopurba61@gmail.com,08575683710,2025-03-21,active 
1746,Dedi Saputra,dedisaputra40@gmail.com,08118182500,2024-02-07,inactive
1747,Muhammad Pratama,muhammadpratama61@yahoo.com,08195157921,14/08/2024,inactive
1748,sRI sembiring,srisembiring85@yahoo.com,08528285484,22-10-20,INACTIVE
1749,Dewi pasaribu,dewipasaribu12@yahoo.com,08964731363,2020-09-17,active
1750,MUHAMMAD TANJUNG,muhammadtanjung70@hotmail.com,08963499296,2023-12-27,INACTIVE
1751,ANI HARAHAP,aniharahap24@yahoo.com,08961085187,21-09-20,INACTIVE
1752,eko purba,ekopurba49@yahoo.com,08561741958,17-11-22,INACTIVE
1753,reza siregar,rezasiregar24@yahoo.com,08118896240,29-08-20,INACTIVE
1754,Ratna Sitorus,ratnasitorus6@yahoo.com,08781564059,2021-03-11,aktive
1755,reza simanjuntak,rezasimanjuntak57@yahoo.com,08569910743,27/08/2022,INACTIVE
1756,maya pratama,mayapratama34@yahoo.com,08569040805,08/03/2024,active
1758,doni Nugroho,doninugroho8@hotmail.com,08575035113,26/01/2022,active
1759,sari sitorus,sarisitorus97@gmail.com,08121208423,2023-05-17,INACTIVE
1760,agus tanjung,agustanjung86@hotmail.com,08564657541,13/08/2020,INACTIVE
1761,Hendra lubis,hendralubis11@gmail.com,08137013049,26-01-22,inactive
1762,Andi sembiring,andisembiring45@hotmail.com,08215010801,16/08/2021,active
1763,Ratna tanjung,ratnatanjung53@hotmail.com,08121267263,06/12/2022,inactive
1764,putri Hidayat,putrihidayat30@hotmail.com,08576114309,2020-08-29,active
1765,hadi tarigan,haditarigan8@hotmail.com,08138705487,2021-09-16,banned
1766,RINI HARAHAP,riniharahap67@yahoo.com,08961409590,2021-09-13,active
1767,dEWI Kusuma,dewikusuma69@yahoo.com,08578780612,22/09/2022,inactive
1768,mUHAMMAD Putra,muhammadputra61@hotmail.com,08137800818,08/06/2024,active 
1769,dONI sembiring,donisembiring31@hotmail.com,08137214624,18-10-20,aktive
1770,JOKO UTAMI,jokoutami39@yahoo.com,08571022878,13/05/2022,INACTIVE
1771,ratna utami,ratnautami51@gmail.com,08127457202,2025-04-02,inactive
1772,sri Nasution,srinasution5@hotmail.com,08529907365,2024-12-25,inactive
1773,DONI TANJUNG,donitanjung74@hotmail.com,08115975954,17/03/2021,active
1774,TONO HIDAYAT,tonohidayat74@hotmail.com,08565526314,04-08-24,aktive
1776,Agus ginting,agusginting16@gmail.com,08126632022,07-09-20,INACTIVE
1777,Siti ginting,sitiginting23@yahoo.com,08119635845,15/12/2021,active
1778,Joko Wijaya,jokowijaya28@gmail.com,08521865076,17/11/2024,INACTIVE
1779,pUTRI Sitorus,putrisitorus17@gmail.com,08127424918,2022-05-05,active
1780,Eko sinaga,ekosinaga55@gmail.com,08528807325,2023-03-19,INACTIVE
1781,ika tanjung,ikatanjung88@gmail.com,08961685757,2023-03-04,inactive
1782,Maya tanjung,mayatanjung26@yahoo.com,08527147725,2025-01-17,aktive
1784,Reza purba,rezapurba34@hotmail.com,08784434507,31-08-22,active
1785,sri purnama,sripurnama94@yahoo.com,08136619187,03-09-24,inactive
1786,Siti Kusuma,sitikusuma12@gmail.com,08192905181,28/09/2020,INACTIVE
1787,YANTI PURNAMA,yantipurnama72@yahoo.com,08574519758,30-10-22,active
1788,iKA Hidayat,ikahidayat71@yahoo.com,08196376490,2022-08-01,inactive
1789,Muhammad Saputra,muhammadsaputra36@yahoo.com,08525485520,2023-09-28,inactive
1790,Dedi Setiawan,dedisetiawan59@hotmail.com,08788095573,01-11-20,active
1791,Andi sinaga,andisinaga90@gmail.com,08211913687,28/10/2021,active 
1792,rATNA Sari,ratnasari76@hotmail.com,08127254777,26-06-24,aktive
1793,hENDRA Sari,hendrasari54@hotmail.com,08528590191,22-09-23,banned
1794,mega hidayat,megahidayat54@gmail.com,08579412936,2022-04-18,active
1795,sri Wahyuni,sriwahyuni19@gmail.com,08783058722,2021-04-21,banned
1796,wulan Putra,wulanputra76@hotmail.com,08579923876,25-11-21,inactive
1797,Maya Kusuma,mayakusuma98@hotmail.com,08785903382,03-04-20,inactive
1798,Hadi Sitorus,hadisitorus14@gmail.com,08577176462,2024-12-27,active 
1799,EKO SINAGA,ekosinaga13@hotmail.com,08124160048,2024-02-16,inactive
1800,doni Purnama,donipurnama69@yahoo.com,08572464797,15/08/2023,banned
1801,sri siregar,srisiregar53@yahoo.com,08127554564,08/11/2024,inactive
1802,Rudi Harahap,rudiharahap50@yahoo.com,08135838090,19/12/2023,inactive
1803,Mega Lestari,megalestari63@hotmail.com,08122834838,17-03-23,inactive
1804,sITI Wijaya,sitiwijaya78@hotmail.com,08135629550,18-06-24,aktive
1805,Ika sembiring,ikasembiring5@yahoo.com,08123482256,24-09-21,aktive
1806,nUR Siregar,nursiregar36@gmail.com,08573524938,14/08/2023,aktive
1807,budi tarigan,buditarigan19@yahoo.com,08199735688,11-08-23,banned
1808,aNDI sembiring,andisembiring78@hotmail.com,08115918567,23/06/2020,inactive
1809,ani sinaga,anisinaga89@hotmail.com,08563215051,10-05-25,inactive
1810,siti wahyuni,sitiwahyuni5@yahoo.com,08576816664,14-01-23,active
1811,Ratna Lestari,ratnalestari43@yahoo.com,08568446735,31/03/2024,active
1813,Hendra sinaga,hendrasinaga96@gmail.com,08192056117,04/12/2022,INACTIVE
1814,Sari Nasution,sarinasution35@yahoo.com,08114897818,2024-03-17,active
1815,Rini Hidayat,rinihidayat3@yahoo.com,08786635087,26/10/2022,active 
1816,Rudi Setiawan,rudisetiawan39@yahoo.com,08566751103,03-09-20,aktive
1817,Agus Simanjuntak,agussimanjuntak36@yahoo.com,08529156216,01-04-25,active 
1818,PUTRI HIDAYAT,putrihidayat90@yahoo.com,08969894713,03/01/2021,inactive
1819,doni Wahyuni,doniwahyuni13@hotmail.com,08788470161,17/07/2021,inactive
1820,siti wijaya,sitiwijaya18@gmail.com,08576101655,17-05-21,banned
1821,Agus purba,aguspurba96@yahoo.com,08963213824,14-09-24,inactive
1822,Hendra Hidayat,hendrahidayat42@yahoo.com,08213881270,28/06/2022,inactive
1823,dONI Hidayat,donihidayat94@yahoo.com,08214804769,10-07-24,INACTIVE
1825,Ika hasibuan,ikahasibuan12@hotmail.com,08211793880,02-04-22,inactive
1826,Tono Saputra,tonosaputra57@gmail.com,08136924385,2020-04-02,INACTIVE
1827,doni Simanjuntak,donisimanjuntak53@gmail.com,08218649177,31/10/2024,active
1828,Tono Gunawan,tonogunawan63@hotmail.com,08133697606,2021-11-27,active
1829,bUDI Setiawan,budisetiawan48@hotmail.com,08785785643,2021-01-04,active
1830,Rini Nugroho,rininugroho66@gmail.com,08133942041,19-02-20,aktive
1831,Reza sembiring,rezasembiring9@gmail.com,08133705405,2021-10-11,aktive
1832,muhammad tanjung,muhammadtanjung91@yahoo.com,08192961547,10/06/2021,active 
1834,Reza sinaga,rezasinaga68@gmail.com,08963121873,14/01/2023,active 
1835,mega hasibuan,megahasibuan4@hotmail.com,08575368907,07/08/2021,inactive
1836,Yanti Kusuma,yantikusuma25@gmail.com,08524095339,2021-01-09,inactive
1837,Arif Nasution,arifnasution8@gmail.com,08191581986,22/04/2024,inactive
1838,Rudi Hidayat,rudihidayat5@gmail.com,08526768795,2020-11-11,INACTIVE
1839,Mega Wijaya,megawijaya7@yahoo.com,08137256474,2025-05-04,aktive
1840,MUHAMMAD SARI,muhammadsari91@yahoo.com,08573727935,21/10/2023,inactive
1841,Hendra Saputra,hendrasaputra36@gmail.com,08786059333,30-04-20,INACTIVE
1842,WULAN PASARIBU,wulanpasaribu60@yahoo.com,08121418175,2025-05-22,banned
1843,doni sinaga,donisinaga51@hotmail.com,08569378825,06/01/2021,INACTIVE
1844,Yanti tarigan,yantitarigan16@hotmail.com,08138684648,31/12/2023,active
1845,Arif Wijaya,arifwijaya4@hotmail.com,08523618139,2021-09-02,active
1846,doni Lestari,donilestari48@gmail.com,08119512910,2020-07-21,active 
1847,Nur Siregar,nursiregar77@yahoo.com,08525958621,2020-10-18,active
1848,Agus Kusuma,aguskusuma23@yahoo.com,08575862493,2025-01-02,aktive
1849,Ratna Saputra,ratnasaputra76@yahoo.com,08963467651,2021-06-12,active
1850,Nur sinaga,nursinaga45@hotmail.com,08968417300,12/04/2025,active
1851,Nur tanjung,nurtanjung21@yahoo.com,08522884343,16/04/2020,INACTIVE
1852,bambang Nasution,bambangnasution96@yahoo.com,08571672446,05-05-21,INACTIVE
1853,Mega Utami,megautami12@hotmail.com,08132960855,15/04/2023,banned
1854,Mega Gunawan,megagunawan4@yahoo.com,08211416001,06-10-22,aktive
1855,Muhammad Lestari,muhammadlestari7@yahoo.com,08564697107,20-03-24,inactive
1856,Yanti Saputra,yantisaputra74@gmail.com,08576996068,27/02/2022,active
1857,Ratna manurung,ratnamanurung29@gmail.com,08126475520,05/07/2021,active
1858,aRIF Utami,arifutami29@hotmail.com,08114274069,2021-10-13,inactive
1859,Tono lubis,tonolubis27@hotmail.com,08969832094,2023-02-06,INACTIVE
1860,Maya Wahyuni,mayawahyuni84@yahoo.com,08195662844,2020-05-14,banned
1861,putri purba,putripurba66@yahoo.com,08191378303,2020-02-29,active 
1862,Siti Gunawan,sitigunawan99@gmail.com,08128473546,21/07/2023,aktive
1863,Joko Setiawan,jokosetiawan2@hotmail.com,08129586369,14/02/2025,inactive
1864,Ahmad Utami,ahmadutami17@yahoo.com,08564262330,05-07-21,inactive
1865,Eko Lestari,ekolestari23@hotmail.com,08576331091,27-05-25,banned
1866,bambang manurung,bambangmanurung2@hotmail.com,08969582482,14/10/2023,active 
1867,bambang hidayat,bambanghidayat33@gmail.com,08117057663,19-05-21,banned
1868,ARIF SITORUS,arifsitorus40@hotmail.com,08563482120,27/08/2023,active
1869,Siti lubis,sitilubis91@hotmail.com,08567201361,15-09-21,INACTIVE
1870,MEGA TANJUNG,megatanjung36@hotmail.com,08567255068,2022-04-13,active 
1871,rINI Nugroho,rininugroho49@yahoo.com,08115775640,20-06-20,inactive
1872,Yanti Sari,yantisari59@yahoo.com,08526894759,21/10/2022,active 
1873,Andi Santoso,andisantoso28@yahoo.com,08218475525,22/05/2024,inactive
1874,Hadi Kusuma,hadikusuma39@yahoo.com,08782469661,03-02-22,aktive
1875,Hadi sembiring,hadisembiring67@hotmail.com,08198452780,10/12/2020,inactive
1876,YANTI TANJUNG,yantitanjung51@hotmail.com,08568423991,2023-01-05,active 
1877,sRI Saputra,srisaputra14@hotmail.com,08213747945,22-05-25,active
1878,Siti manurung,sitimanurung66@gmail.com,08567949018,14/07/2022,active
1879,AHMAD SITORUS,ahmadsitorus48@hotmail.com,08132444148,2020-01-03,INACTIVE
1880,Arif hasibuan,arifhasibuan83@hotmail.com,08134486033,22-05-25,banned
1881,Siti manurung,sitimanurung78@hotmail.com,08218962686,15-08-21,aktive
1883,hadi manurung,hadimanurung14@hotmail.com,08127304414,02/01/2020,active
1884,Sari Wahyuni,sariwahyuni9@yahoo.com,08121111046,2025-03-26,banned
1885,Dewi manurung,dewimanurung36@yahoo.com,08565585697,13-07-21,inactive
1886,dEDI manurung,dedimanurung42@hotmail.com,08563934217,28-05-21,active
1887,sITI Santoso,sitisantoso34@yahoo.com,08788753086,2022-02-17,active 
1888,Ika Sari,ikasari92@hotmail.com,08963297254,21-09-24,banned
1889,Agus Gunawan,agusgunawan39@hotmail.com,08194120669,11-03-21,active
1890,Ahmad Simanjuntak,ahmadsimanjuntak20@gmail.com,08565856386,17-09-24,active
1891,Maya Hidayat,mayahidayat98@hotmail.com,08789230660,30/07/2021,INACTIVE
1892,HENDRA UTAMI,hendrautami8@gmail.com,08116066600,26-11-20,active
1893,RINI SAPUTRA,rinisaputra52@hotmail.com,08966098837,29-12-22,inactive
1894,hENDRA tanjung,hendratanjung41@hotmail.com,08578775431,2020-05-23,INACTIVE
1895,Dewi Santoso,dewisantoso18@hotmail.com,08191450300,2020-07-02,active
1897,PUTRI LESTARI,putrilestari64@hotmail.com,08216036006,27/08/2024,inactive
1898,Dedi tanjung,deditanjung34@yahoo.com,08573083343,24-01-24,active 
1899,Sari Nugroho,sarinugroho52@yahoo.com,08217998729,2021-07-26,active 
1900,Joko Wahyuni,jokowahyuni95@yahoo.com,08139252486,07-03-21,aktive
1901,Dewi Hidayat,dewihidayat75@gmail.com,08191477187,2022-10-30,active
1902,hadi putra,hadiputra74@hotmail.com,08125650930,15-12-24,inactive
1903,Rudi Putra,rudiputra44@gmail.com,08572119456,2025-04-20,banned
1904,bAMBANG Saputra,bambangsaputra92@hotmail.com,08967069317,2023-07-24,INACTIVE
1905,arif sitorus,arifsitorus88@gmail.com,08969061215,21-03-24,active
1906,Ahmad Setiawan,ahmadsetiawan82@hotmail.com,08968316015,2022-07-16,active 
1907,siti lubis,sitilubis86@yahoo.com,08218986637,18-05-21,inactive
1908,sri Kusuma,srikusuma65@yahoo.com,08127261294,2021-10-20,banned
1909,doni manurung,donimanurung22@yahoo.com,08781294357,2021-03-07,banned
1910,mUHAMMAD sinaga,muhammadsinaga72@hotmail.com,08213732123,18-05-25,inactive
1911,Rini tanjung,rinitanjung38@gmail.com,08961981641,03/11/2021,inactive
1912,sri Setiawan,srisetiawan61@gmail.com,08136363359,14-02-25,active 
1913,Mega Hidayat,megahidayat95@gmail.com,08573273269,30-09-20,banned
1914,Hendra hasibuan,hendrahasibuan93@yahoo.com,08523739867,03/03/2025,aktive
1915,ani Nugroho,aninugroho98@hotmail.com,08115574649,2023-05-31,aktive
1916,Hadi Siregar,hadisiregar88@gmail.com,08528038277,09/01/2020,aktive
1917,Reza lubis,rezalubis84@yahoo.com,08521817300,09/10/2023,active
1918,putri Putra,putriputra29@gmail.com,08215893311,26-04-22,INACTIVE
1919,Ika tarigan,ikatarigan29@yahoo.com,08782288937,07-01-25,inactive
1920,doni Purnama,donipurnama40@hotmail.com,08784251673,2023-12-11,banned
1922,Rini Wijaya,riniwijaya34@yahoo.com,08963804075,07/01/2023,active
1923,MAYA HARAHAP,mayaharahap38@hotmail.com,08786412444,31-05-24,banned
1924,RATNA HIDAYAT,ratnahidayat16@yahoo.com,08526051155,26/08/2023,active
1925,Dedi Harahap,dediharahap7@yahoo.com,08217082121,08/01/2023,inactive
1927,Yanti Pratama,yantipratama80@hotmail.com,08966899361,30-06-22,inactive
1928,hendra purba,hendrapurba61@gmail.com,08131216386,2020-09-09,banned
1930,Tono Wijaya,tonowijaya88@gmail.com,08217258139,21-08-24,inactive
1931,nUR purba,nurpurba68@yahoo.com,08577912120,2022-01-03,INACTIVE
1932,bUDI Wahyuni,budiwahyuni53@yahoo.com,08523735175,28-12-20,active
1933,BUDI HASIBUAN,budihasibuan20@gmail.com,08124655356,18/01/2020,banned
1934,Joko Wijaya,jokowijaya26@gmail.com,08139445363,2022-08-05,active
1935,Muhammad Pratama,muhammadpratama53@yahoo.com,08194161109,01/04/2025,aktive
1936,Siti manurung,sitimanurung59@hotmail.com,08789818990,29/06/2022,active
1937,hadi siregar,hadisiregar41@gmail.com,08782912044,29-03-21,inactive
1938,wulan Kusuma,wulankusuma24@hotmail.com,08568725762,2020-02-10,aktive
1939,putri tanjung,putritanjung63@gmail.com,08122955647,25-10-23,active
1940,Ahmad Nugroho,ahmadnugroho81@yahoo.com,08131291577,02/01/2022,inactive
1941,Maya Wahyuni,mayawahyuni41@gmail.com,08576841992,03-07-20,active 
1942,Hadi manurung,hadimanurung8@hotmail.com,08217082891,2023-07-04,banned
1943,Joko lubis,jokolubis58@gmail.com,08138414487,13-07-24,active
1944,dedi simanjuntak,dedisimanjuntak27@yahoo.com,08969776515,28/03/2021,inactive
1945,dedi setiawan,dedisetiawan74@gmail.com,08523889156,2022-10-08,inactive
1946,Ratna Wahyuni,ratnawahyuni63@gmail.com,08211482504,2020-03-16,active
1947,Arif Putra,arifputra17@gmail.com,08124730545,06-10-22,active 
1948,putri Santoso,putrisantoso56@hotmail.com,08133388393,18-12-23,inactive
1949,Hendra lubis,hendralubis55@hotmail.com,08196157791,04/03/2021,INACTIVE
1950,wulan Simanjuntak,wulansimanjuntak55@yahoo.com,08134520547,05-02-21,active
1951,Mega Putra,megaputra50@yahoo.com,08132318772,22/03/2022,inactive
1952,ANDI UTAMI,andiutami5@gmail.com,08562874387,2024-11-16,inactive
1954,Siti purba,sitipurba48@hotmail.com,08578235132,08/10/2022,inactive
1955,Ika sinaga,ikasinaga42@gmail.com,08114294223,04/02/2023,inactive
1956,MAYA SANTOSO,mayasantoso25@hotmail.com,08121550170,13-09-23,aktive
1957,Joko Sari,jokosari87@gmail.com,08781994305,04-03-23,active
1958,Hendra Nasution,hendranasution81@gmail.com,08572995183,29-10-23,inactive
1959,DEDI WIJAYA,dediwijaya32@hotmail.com,08211726143,03/03/2023,active 
1961,Ratna Lestari,ratnalestari40@yahoo.com,08112619061,19-09-20,banned
1963,sri Putra,sriputra65@yahoo.com,08964355853,15-06-21,inactive
1965,Ika sinaga,ikasinaga9@gmail.com,08112523024,09-12-24,active 
1967,Andi lubis,andilubis59@yahoo.com,08966835728,27-01-21,inactive
1968,wULAN Gunawan,wulangunawan67@hotmail.com,08523693705,17-02-20,INACTIVE
1969,Ratna Sitorus,ratnasitorus68@hotmail.com,08785057108,20-10-23,inactive
1970,Hadi Kusuma,hadikusuma56@yahoo.com,08782146505,2023-06-12,banned
1971,wulan Simanjuntak,wulansimanjuntak18@hotmail.com,08121234617,26-10-23,active
1972,ani tanjung,anitanjung63@yahoo.com,08784640623,2024-12-13,active
1973,rEZA Harahap,rezaharahap97@yahoo.com,08195728772,2020-01-05,active
1974,wulan nugroho,wulannugroho22@gmail.com,08131072627,05-08-23,inactive
1975,Rudi Kusuma,rudikusuma3@yahoo.com,08124590582,15-04-25,inactive
1976,Yanti Putra,yantiputra29@gmail.com,08788964404,2020-04-16,inactive
1977,sri tarigan,sritarigan17@hotmail.com,08524105895,2022-06-04,aktive
1979,Ratna Nugroho,ratnanugroho76@gmail.com,08136952931,24-10-23,banned
1980,ratna harahap,ratnaharahap22@hotmail.com,08568115080,2022-08-13,banned
1981,MEGA UTAMI,megautami47@gmail.com,08199627700,10-01-22,active
1982,Ahmad Pratama,ahmadpratama84@hotmail.com,08197838023,03/04/2024,inactive
1983,dedi setiawan,dedisetiawan49@gmail.com,08126272748,15-12-24,INACTIVE
1984,ARIF GINTING,arifginting33@hotmail.com,08128816533,04/04/2021,inactive
1986,Ika Wijaya,ikawijaya77@gmail.com,08139318412,2022-12-26,banned
1987,Eko purba,ekopurba85@gmail.com,08525836389,09/10/2021,aktive
1988,Arif lubis,ariflubis84@gmail.com,08781681298,13/03/2022,banned
1989,Yanti Lestari,yantilestari7@gmail.com,08126504863,16/11/2021,inactive
1990,Agus Gunawan,agusgunawan15@hotmail.com,08572941503,07-12-24,active 
1991,Budi Lestari,budilestari57@yahoo.com,08565758210,12/07/2024,active
1992,Arif Sari,arifsari16@yahoo.com,08576234607,19/02/2024,inactive
1993,putri Siregar,putrisiregar33@hotmail.com,08574789527,2023-11-13,inactive
1994,Muhammad Nasution,muhammadnasution90@yahoo.com,08787833061,15/05/2025,active 
1995,RUDI MANURUNG,rudimanurung27@gmail.com,08218180005,21/02/2025,INACTIVE
1996,aGUS sinaga,agussinaga88@hotmail.com,08192167847,07/02/2021,banned
1997,Hendra Simanjuntak,hendrasimanjuntak2@hotmail.com,08577164643,2021-11-05,active
1998,sri Utami,sriutami54@yahoo.com,08131214510,08-05-20,active
1999,Maya Siregar,mayasiregar13@hotmail.com,08572764491,04/07/2023,aktive
2000,Reza hasibuan,rezahasibuan67@hotmail.com,08568349399,2020-02-27,active 
